role,resource,id,type,dimension,category,region,data_name,year_published,year_target,provider,method_description_data,method_description_ind,sdg,data_file,excel_sheet,data_type,data_encoding,epsg,source_url,date_acquired,licence,licence_url,resolution,areas,map_field,evaluate,units,aggregation,target,fill_na,rate,point_overlay_xy,point_overlay_name,point_overlay_hover_field,raster_band,scale_factor,raster_range,raster_mult,raster_offset,raster_statistic,raster_nodata,plot,citations,notes
unused,"time use (NSO, 2010)",,,,,Bangkok,,2015,2015,National Statistical Office,,,,./data/Thai/National Statistical Office/2015 Time use/Statistical Tables Excel2015/Statistical Tables Excel/Table 8.xls,,,,,http://web.nso.go.th/en/survey/timeuse/data/Statistical%20Tables%20Excel2015.rar,20190121,none specified,,national (Thailand),,,,,,,,,,,,,,,,,,,,,Perhaps BMA can access this at a finer grained level?
unused,community locations (2014),,,,,Bangkok,,2014,2014,BangkokGIS (BMA),,,,./data/Thai/BMA GIS/planning/community/community.shp,,,,,http://www.bangkokgis.com/bangkokgis_2008/userfiles/files/download/Shapefile/plan/community.rar,20181210,none specified,,point (Bangkok),,,,,,,,,,,,,,,,,,,,,"Despite being 4 years old, this is our most reliable data on where communities are located; is there a better data source for ""community centres""?"
unused,"destinations (OSM, 2019)",,,,,Bangkok,,,,OpenStreetMap,,,,,,,,,,,ODbL,https://wiki.osmfoundation.org/wiki/Licence,point,,,,,,,,,,,,,,,,,,,,,
unused,"water supply (NSO, 2010)",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_020000_00700.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_020000_00700.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
validation,,,,,,Bangkok,,2005,2005,GISTA (via OCHA / HDX),,,,./data/International/HDX/trans.zip,,,,,https://data.humdata.org/dataset/b6706d04-a4d8-4e62-bc9f-7c563b30c802/resource/28da93ea-78e3-41a3-89e3-0bfdb8afb8a5/download/trans.zip,20190117,non-commercial,,continuous,,,,,,,,,,,,,,,,,,,,,Can be used to cross-check OSM sourced roads
validation,,,,,,Bangkok,,2014,2014,BangkokGIS (BMA),,,,./data/Thai/BMA GIS,,,,,http://www.bangkokgis.com/modules.php?m=download_shapefile,20181210,none specified,,continuous,,,,,,,,,,,,,,,,,,,,,Can be used to cross-check OSM sourced roads
validation,,,,,,Bangkok,,1950 - 2018,1950 - 2050,UNHABITAT (via HDX),,,,./data/International/HDX/indicator_data_th.xlsx,,,,,https://data.humdata.org/dataset/4c0cc9f6-6d26-4c0f-b810-5193eeecdef2/resource/b04324d1-aa2b-4ecd-b1f2-6472b86fcfc2/download/indicator_data_th.csv,20190117,Public Domain Dedication and Licence,https://www.opendatacommons.org/licenses/pddl/1-0/index.html,,,,,,,,,,,,,,,,,,,,,,"Includes wellbeing, prosperity and built environment measures - e.g. suburban and urban street connectivity for Bangkok; could be useful for comparison purposes); also contains historical and future projected data"
validation,"air quality (Jan 2019, Bangkok)",,,,,Bangkok,,2019,2019,"Air and Noise Quality Management Division, Pollution Control Department ",,,,./data/Thai/air4thai/getNewAQI_JSON_Bangkok.json,,,,,http://air4thai.pcd.go.th/services/getNewAQI_JSON.php?region=1,20190117,none specified,,point (Bangkok),,,,,,,,,,,,,,,,,,,,,Point data from monitoring stations; may have to interpolate.  Restricted to Bangkok.
validation,"air quality (Oct 2018, Bangkok)",,,,,Bangkok,,2018,2018,"Air and Noise Quality Management Division, Pollution Control Department ",,,,./data/Thai/air4thai/getAQI_JSON_Bangkok.json,,,,,http://air4thai.pcd.go.th/services/getAQI_JSON.php?region=1,20190117,none specified,,point (Bangkok),,,,,,,,,,,,,,,,,,,,,Point data from monitoring stations; may have to interpolate.  Restricted to Bangkok.
validation,"air quality (Jan 2019, Thailand)",,,,,Bangkok,,2019,2019,"Air and Noise Quality Management Division, Pollution Control Department ",,,,./data/Thai/air4thai/getNewAQI_JSON_Thailand.json,,,,,http://air4thai.pcd.go.th/services/getNewAQI_JSON.php,20190117,none specified,,point (Thailand),,,,,,,,,,,,,,,,,,,,,"Point data from monitoring stations; may have to interpolate.  All of Thailand data may be useful for edge effects if some stations are close to, but just outside Bangkok"
validation,"air quality (Oct 2018, Thailand)",,,,,Bangkok,,2018,2018,"Air and Noise Quality Management Division, Pollution Control Department ",,,,./data/Thai/air4thai/getAQI_JSON_Thailand.json,,,,,http://air4thai.pcd.go.th/services/getAQI_JSON.php,20190117,none specified,,point (Thailand),,,,,,,,,,,,,,,,,,,,,"Point data from monitoring stations; may have to interpolate.  All of Thailand data may be useful for edge effects if some stations are close to, but just outside Bangkok"
validation,flood vulnerability (2014),,,,,Bangkok,,2014,2014,BangkokGIS (BMA),,,,./data/Thai/BMA GIS/emergency/flood_point.rar,,,,,http://www.bangkokgis.com/bangkokgis_2008/userfiles/files/download/Shapefile/preve/flood_point.rar,20181210,none specified,,polygon (Thailand),,,,,,,,,,,,,,,,,,,,,"Data appears to be from 2014; however, should confirm with BMA"
validation,"temples (OSM, 2019)",,,,,Bangkok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Could derive a combined layer based on OSM and BMA data --- only retain points where not within some distance (to avoid double counting)
validation,"schools (OSM, 2019)",,,,,Bangkok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,open space (2014),,,,,Bangkok,,2014,2014,BangkokGIS (BMA),,,,./data/Thai/BMA GIS/environment/public_park/public_park.shp,,,,,http://www.bangkokgis.com/bangkokgis_2008/userfiles/files/download/Shapefile/env/public_park.rar,20181210,none specified,,point (Bangkok),,,,,,,,,,,,,,,,,,,,,"Point data, but includes area attribute (can use to cross-check OSM data)"
validation,public transport stops (2014),,,,,Bangkok,,2014,2014,BangkokGIS (BMA),,,,./data/Thai/BMA GIS,,,,,http://www.bangkokgis.com/bangkokgis_2008/userfiles/files/download/Shapefile/Traffic/,20181210,none specified,,point (Bangkok),,,,,,,,,,,,,,,,,,,,,"Multiple station features for different transport modes (BTS, BRT, ARL, MRT, other rail way stations, points along Canal Sansabai)"
validation,destinations (2019),,,,,Bangkok,,2014,2014,BangkokGIS (BMA),,,,./data/Thai/BMA GIS/,,,,,,,none specified,,point (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,Thailand 1km Pregnancies,,,,,Bangkok,,2010,2020,WorldPop,,,,./data/International/WorldPop/Thailand 1km Pregnancies.7z,,,,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00634,20181109,CC4 int'l attribution,,1000,,,,,,,,,,,,,,,,,,,,"Births and pregnancies data: Tatem AJ, Campbell J, Guerra-Arias M, de Bernis L, Moran A, Matthews Z, 2014, Mapping for maternal and newborn health: the distributions of women of childbearing age, pregnancies and births, International Journal of Health Geographics, 13:2","2020 (predicted, based on 2010 census; adjusted to match UN national estimates)"
other resources,Thailand 100m Urban change,,,,,Bangkok,,2010,2020,WorldPop,,,,./data/International/WorldPop/Thailand 100m Urban change.7z,,,,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00268,20181109,CC4 int'l attribution,,100,,,,,,,,,,,,,,,,,,,,"Urban change data: A Schneider, C M Mertes, A J Tatem, B Tan, D Sulla-Menashe, S J Graves, N N Patel, J A Horton, A E Gaughan, J T Rollo, I H Schelly, F R Stevens and A Dastur, 2015, A new urban landscape in East-Southeast Asia, 2000-2010, Environmental Research Letters, 10 034002","2020 (predicted, based on 2010 census; adjusted to match UN national estimates)"
other resources,Thailand 1km Births,,,,,Bangkok,,2010,2020,WorldPop,,,,./data/International/WorldPop/Thailand 1km Births.7z,,,,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00583,20181109,CC4 int'l attribution,,1000,,,,,,,,,,,,,,,,,,,,"Births and pregnancies data: Tatem AJ, Campbell J, Guerra-Arias M, de Bernis L, Moran A, Matthews Z, 2014, Mapping for maternal and newborn health: the distributions of women of childbearing age, pregnancies and births, International Journal of Health Geographics, 13:2","2020 (predicted, based on 2010 census; adjusted to match UN national estimates)"
other resources,"Population by single year of age and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_00200.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_00200.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Population by religion and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_00400.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_00400.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Population by nationality and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_00500.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_00500.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Population by house-registration and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_00600.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_00600.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Population by usual languages spoken at home and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_00700.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_00700.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Population 3 years of age and over by educational attendance, age group and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_00800.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_00800.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Population 10 years of age and over by literacy, age group and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_01000.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_01000.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Population 13 years of age and over by marital status, age group and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_01100.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_01100.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Ever-married women 13 years of age and over by number of children ever born, average number of children ever born and age group of women, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_01200.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_01200.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Ever-married women 13 years of age and over by number of children still living, average number of children still living and age group of women, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_01300.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_01300.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Usually economically active population 15 years of age and over by occupation, age group and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_01500.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_01500.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Usually economically active population 15 years of age and over by industry, age group and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_01600.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_01600.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Usually economically active population 15 years of age and over by work status, age group and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_01700.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_01700.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Population by place of birth and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_01800.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_01800.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Population by type of migration and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_01900.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_01900.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Population who migrated within previous five years by previous place of residence, age group and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_02000.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_02000.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Population who migrated within previous five years by reasons for moving and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_02100.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_02100.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Private households by age group of household head and sex, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_02200.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_02200.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Private households by type of living quarters and tenure of living quarters, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_020000_00100.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_020000_00100.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Private households by type of living quarters and construction materials of dwelling unit, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_020000_00200.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_020000_00200.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Private households by size of household and type of living quarters, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_020000_00300.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_020000_00300.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Private households by land ownership, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_020000_00400.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_020000_00400.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,"Private households by ownership of appliance and have technology, Bangkok: 2010",,,,,Bangkok,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_020000_00800.xls,,,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_020000_00800.xls,20190116,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,,
other resources,Criminal base statistics - Metropolitan Police Bureau - 1 Jan 2018 to 31 July 2018,,,,,Bangkok,,2018,2018 (Jan to Jul),Royal Thai Police,,,,./data/Thai/Royal Thai Police/crime/RTP_crime_cleaned.xlsx,,,,,http://pitc.police.go.th/dirlist/dl.php?ph=/home/pitc/public_html/statistics/crimes/2561/%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9A%E0%B8%B2%E0%B8%A5.pdf,20190111,none specified,,province (Bangkok),,,,,,,,,,,,,,,,,,,,Note this is only Jan to July 2018; instead the 2017 full year data source has been used.,
other resources,other flood processing options (e.g. Google Earth Engine with Sentinel 1 data),,,,,Bangkok,,,BMA GIS ,,,,,,,,,,http://www.cesbio.ups-tlse.fr/multitemp/?p=7717,,none specified,,point (Bangkok),,,,,,,,,,,,,,,,,,,,,
unused,"population, 2020, 100m (WorldPop, 2014)",ppp_2020_unadj_100m,,,,Bang Phlat,,2010,2020,www.worldpop.org,,,,./data/International/WorldPop/Thailand 100m Population/THA_ppp_v2b_2020_UNadj.tif,,raster,,4326,https://www.worldpop.org/doi/10.5258/SOTON/WP00267,20181109,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ast,100,,,,,,,,,,,,1,,,,,,,,"Asia population count data: Gaughan AE, Stevens FR, Linard C, Jia P and Tatem AJ, 2013, High resolution population distribution maps for Southeast Asia in 2010 and 2015, PLoS ONE, 8(2): e55882.","2020 (predicted, based on 2010 census; adjusted to match UN national estimates)"
unused,"population, 2020, 100m (WorldPop, 2014)",ppp_2010_unadj_100m,,,,Bang Phlat,,2010,2020,www.worldpop.org,,,,./data/International/WorldPop/Thailand 100m Population/THA_ppp_v2b_2010_UNadj.tif,,raster,,4326,https://www.worldpop.org/doi/10.5258/SOTON/WP00267,20181109,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ast,100,,,,,,,,,,,,1,,,,,,,,"Asia population count data: Gaughan AE, Stevens FR, Linard C, Jia P and Tatem AJ, 2013, High resolution population distribution maps for Southeast Asia in 2010 and 2015, PLoS ONE, 8(2): e55882.","2020 (predicted, based on 2010 census; adjusted to match UN national estimates)"
unused,"national (HDX, 2019)",not applicable,,,,Bang Phlat,,2017,2017,GISTA (via OCHA / HDX),,,,./data/International/HDX/tha_adm_rtsd_itos_20190221_SHP_PART_1/tha_admbnda_adm0_rtsd_20190221.shp,,vector,,4326,https://data.humdata.org/dataset/d24bdc45-eb4c-4e3d-8b16-44db02667c27/resource/d0c722ff-6939-4423-ac0d-6501830b1759/download/tha_adm_rtsd_itos_20190221_shp_part_1.zip,20190409,humanitarian use,https://data.humdata.org/dataset/d24bdc45-eb4c-4e3d-8b16-44db02667c27#metadata,national,,,,,,,,,,,,,,,,,,,,,
unused,"provinces (HDX, 2019)",provinces,,,,Bang Phlat,,2017,2017,GISTA (via OCHA / HDX),,,,./data/International/HDX/tha_adm_rtsd_itos_20190221_SHP_PART_1/tha_admbnda_adm1_rtsd_20190221.shp,,vector,,4326,https://data.humdata.org/dataset/d24bdc45-eb4c-4e3d-8b16-44db02667c27/resource/d0c722ff-6939-4423-ac0d-6501830b1759/download/tha_adm_rtsd_itos_20190221_shp_part_1.zip,20190409,humanitarian use,https://data.humdata.org/dataset/d24bdc45-eb4c-4e3d-8b16-44db02667c27#metadata,province,,,,,,,,,,,,,,,,,,,,,
unused,"districts (HDX, 2019)",districts,,,,Bang Phlat,,2017,2017,GISTA (via OCHA / HDX),,,,./data/International/HDX/tha_adm_rtsd_itos_20190221_SHP_PART_1/tha_admbnda_adm2_rtsd_20190221.shp,,vector,,4326,https://data.humdata.org/dataset/d24bdc45-eb4c-4e3d-8b16-44db02667c27/resource/d0c722ff-6939-4423-ac0d-6501830b1759/download/tha_adm_rtsd_itos_20190221_shp_part_1.zip,20190409,humanitarian use,https://data.humdata.org/dataset/d24bdc45-eb4c-4e3d-8b16-44db02667c27#metadata,district,,,,,,,,,,,,,,,,,,,,,"Amanda noted Bang Phlat district may be of particular interest (see ASEAN report, BMA - Plan to drive Bangkok forward in the ASEAN context 2019 – 2025  - 2018.pdf vis. 'the Bang Phlat model')"
unused,"subdistricts (HDX, 2019)",subdistricts,,,,Bang Phlat,,2017,2017,GISTA (via OCHA / HDX),,,,./data/International/HDX/tha_adm_rtsd_itos_20190221_SHP_PART_2/tha_admbnda_adm3_rtsd_20190221.shp,,vector,,4326,https://data.humdata.org/dataset/d24bdc45-eb4c-4e3d-8b16-44db02667c27/resource/3b931e68-8894-4e99-b6d7-0e522f9ba2d0/download/tha_adm_rtsd_itos_20190221_shp_part_2.zip,20190409,humanitarian use,https://data.humdata.org/dataset/d24bdc45-eb4c-4e3d-8b16-44db02667c27#metadata,subdistrict,,,,,,,,,,,,,,,,,,,,,
unused,"road network (OSM, 2019)",not applicable,,,,Bang Phlat,,,,OpenStreetMap,,,,,,,,,,,ODbL,https://wiki.osmfoundation.org/wiki/Licence,continuous,,,,,,,,,,,,,,,,,,,,OpenStreetMap contributors,User contributed data; Please note licence implications involving usage of OSM data when combined with other data sets
unused,"population by household, sex and district (NSO, 2010)",population:district,,,,Bang Phlat,,2010,2010,National Statistical Office,,,,./data/Thai/National Statistical Office/2010 Census/10_C-pop_2553_000_010000_00100_derived.csv,,table:wide,,,http://statbbi.nso.go.th/nso/nso_center/project/table/files/C-pop/2553/000/10_C-pop_2553_000_010000_00100.xls,20190116,none specified,,district,,,,,,,,,,,,,,,,,,,,,
boundaries,Bangkok subdistrict boundaries (2019),boundaries,data,Study region boundaries,data,Bang Phlat,Study region boundaries,2018,2018,BangkokGIS (BMA),"Bangkok subdistrict boundary data (BMA, 2019) were topologically corrected using GRASS and QGIS, to ensure polygon boundaries did not have gaps or overlaps.  Boundaries were matched with alternate spellings in both Thai and English for corresponding regions found in data from other organisations  and datasets  (e.g. NSO, HDX) in order to facilitate data linkage.   The final boundary layer was returned to BMA and agreed upon for usage. ","District and changwat boundaries were constructed through geometrical union of the constituent subdistricts they were aligned with.  Boundaries at all three scales (subdistrict, district, changwat) were imported into the project database and used as analysis areas when constructing other indicators, as required.  The area in square kilometres of each analysis area's polygonal extent was recorded.   The changwat (province) of Bangkok was used to define the Bangkok metropolitan study region extent.  A ten kilometre buffer extending beyond this is used when conducting analyses of access to resources, so that access to destinations outside the study region would be accounted for peri-urban regions when undertaking network analysis.  ",,./data/Bangkok_subdistricts_BMA_HLC_derived_20190805_cleaned_final.gpkg:subdistricts,,vector,,32647,http://www.bangkokgis.com/bangkokgis_2008/userfiles/files/download/shapefile/administration/BMASubDistrict_Polygon.rar,20190725,none specified,,subdistrict,,,,,,,,,,,,,,,,,,,,,"English names not provided; these have been derived using manual linkage with data from HDX subdistricts and population data provided by BMA, with verification from Kornsupha Nitvimol of BMA."
population,population (2019),population:subdistrict,data,Population and communities,data,Bang Phlat,Population and communities,2019,2018,BMA,"Population statistics targetting Bangkok in 2018 were received from the Bangkok Metropolitan Administration, indexed by subdistrict. ","Population data were linked with boundaries using corresponding subdistrict ID numbers, and were used to create plots of the Bang Phlat indicator values for subdistricts by population in 2018.",,./data/Bangkok_subdistrict_population_BMA_HLC_derived_20190808.csv,,,,,http://www.bangkok.go.th,20190805,none specified,,subdistrict,,,,#,,,,,,,,,,,,,,,,,Derived population layer based on data received from Korn Nitviminol (BMA) via e-mail on 5 August 2019
indicators,The number of population in Bang Phlat district by sub district in year 2019,population_persons,linkage,Population and communities,Sense of community,Bang Phlat,Bang Phlat liveability indicators 2020-08-15,2020,2019,"Bang Phlat district, July 2020",Data at district level were prepared by the Bangkok Metropolitan Administration and supplied as an Excel workbook for a series of Bang Phlat specific indicators,The number of population in Bang Phlat district by sub district in year 2019 was recorded.,,./data/Thai/_from BMA/20200824/BangPhlat _BKK liveability indicators _1_kn20200815_cleaned.xlsx:9,pop,integer,,,,20200815,none specified,,area summary,subdistrict,population (persons),,#,,,,,,,,,,,,,,,subdistrict,,
indicators,The number of houses in Bang Phlat district by sub district in year 2019,population_houses,linkage,Population and communities,Sense of community,Bang Phlat,Bang Phlat liveability indicators 2020-08-15,2020,2019,"Bang Phlat district, July 2020",Data at district level were prepared by the Bangkok Metropolitan Administration and supplied as an Excel workbook for a series of Bang Phlat specific indicators,The number of houses in Bang Phlat district by sub district in year 2019 was recorded.,,./data/Thai/_from BMA/20200824/BangPhlat _BKK liveability indicators _1_kn20200815_cleaned.xlsx:9,pop,integer,,,,20200815,none specified,,area summary,subdistrict,houses,,#,,,,,,,,,,,,,,,subdistrict,,
indicators,The count of communities in year 2019,community_count,linkage,Population and communities,Sense of community,Bang Phlat,Bang Phlat liveability indicators 2020-08-15,2020,2019,"Bang Phlat district, July 2020",Data at district level were prepared by the Bangkok Metropolitan Administration and supplied as an Excel workbook for a series of Bang Phlat specific indicators,The count of communities in year 2019 was recorded.,,./data/Thai/_from BMA/20200824/BangPhlat _BKK liveability indicators _1_kn20200815_cleaned.xlsx:9,commu,integer,,,,20200815,none specified,,area summary,subdistrict,count of communities,,#,,,,,,,,,,,,,,,subdistrict,,
indicators,The population in communities in year 2019,community_population_in,linkage,Population and communities,Sense of community,Bang Phlat,Bang Phlat liveability indicators 2020-08-15,2020,2019,"Bang Phlat district, July 2020",Data at district level were prepared by the Bangkok Metropolitan Administration and supplied as an Excel workbook for a series of Bang Phlat specific indicators,The population in communities in year 2019 was recorded.,,./data/Thai/_from BMA/20200824/BangPhlat _BKK liveability indicators _1_kn20200815_cleaned.xlsx:9,commu,integer,,,,20200815,none specified,,area summary,subdistrict,population in community,,#,,,,,,,,,,,,,,,subdistrict,,
indicators,The population out of communities in year 2019,community_population_out,linkage,Population and communities,Sense of community,Bang Phlat,Bang Phlat liveability indicators 2020-08-15,2020,2019,"Bang Phlat district, July 2020",Data at district level were prepared by the Bangkok Metropolitan Administration and supplied as an Excel workbook for a series of Bang Phlat specific indicators,The population out of communities in year 2019 was recorded.,,./data/Thai/_from BMA/20200824/BangPhlat _BKK liveability indicators _1_kn20200815_cleaned.xlsx:9,commu,integer,,,,20200815,none specified,,area summary,subdistrict,population out community,,#,,,,,,,,,,,,,,,subdistrict,,
